0.000110113,2.02264e-05,-nan,-nan,-nan,-nan,-nan,-nan
0.000132385,2.43175e-05,-nan,-nan,-nan,-nan,-nan,-nan
0.000159162,2.92361e-05,-nan,-nan,-nan,-nan,-nan,-nan
0.000191355,3.51495e-05,-nan,-nan,-nan,-nan,-nan,-nan
0.000230059,4.2259e-05,-nan,-nan,-nan,-nan,-nan,-nan
0.000276592,5.08065e-05,-nan,-nan,-nan,-nan,-nan,-nan
0.000332537,6.10829e-05,-nan,-nan,-nan,-nan,-nan,-nan
0.000399797,7.34378e-05,-nan,-nan,-nan,-nan,-nan,-nan
0.000480662,8.82916e-05,-nan,-nan,-nan,-nan,-nan,-nan
0.000577882,0.00010615,-nan,-nan,-nan,-nan,-nan,-nan
0.000694767,0.00012762,-nan,-nan,-nan,-nan,-nan,-nan
0.000835294,0.000153433,-nan,-nan,-nan,-nan,-nan,-nan
0.00100424,0.000184467,-nan,-nan,-nan,-nan,-nan,-nan
0.00120737,0.000221779,-nan,-nan,-nan,-nan,-nan,-nan
0.00145157,0.000266636,-nan,-nan,-nan,-nan,-nan,-nan
0.00174518,0.000320568,-nan,-nan,-nan,-nan,-nan,-nan
0.00209816,0.000385407,-nan,-nan,-nan,-nan,-nan,-nan
0.00252255,0.000463361,-nan,-nan,-nan,-nan,-nan,-nan
0.00303277,0.000557083,-nan,-nan,-nan,-nan,-nan,-nan
0.00364619,0.00066976,-nan,-nan,-nan,-nan,-nan,-nan
0.00438369,0.000805229,-nan,-nan,-nan,-nan,-nan,-nan
0.00527035,0.000968098,-nan,-nan,-nan,-nan,-nan,-nan
0.00633635,0.00116391,-nan,-nan,-nan,-nan,-nan,-nan
0.00761797,0.00139933,-nan,-nan,-nan,-nan,-nan,-nan
0.00915882,0.00168236,-nan,-nan,-nan,-nan,-nan,-nan
0.0110113,0.00202264,-nan,-nan,-nan,-nan,-nan,-nan
0.0132385,0.00243175,-nan,-nan,-nan,-nan,-nan,-nan
0.0159162,0.00292361,-nan,-nan,-nan,-nan,-nan,-nan
0.0191355,0.00351495,-nan,-nan,-nan,-nan,-nan,-nan
0.0230059,0.0042259,-nan,-nan,-nan,-nan,-nan,-nan
0.0276592,0.00508065,-nan,-nan,-nan,-nan,-nan,-nan
0.0332537,0.00610829,-nan,-nan,-nan,-nan,-nan,-nan
0.0399797,0.00734378,-nan,-nan,-nan,-nan,-nan,-nan
0.0480662,0.00882916,-nan,-nan,-nan,-nan,-nan,-nan
0.0577882,0.010615,-nan,-nan,-nan,-nan,-nan,-nan
0.0694767,0.012762,-nan,-nan,-nan,-nan,-nan,-nan
0.0835294,0.0153433,-nan,-nan,-nan,-nan,-nan,-nan
0.100424,0.0184467,-nan,-nan,-nan,-nan,-nan,-nan
0.120737,0.0221779,-nan,-nan,-nan,-nan,-nan,-nan
0.145157,0.0266636,-nan,-nan,-nan,-nan,-nan,-nan
0.174518,0.0320568,-nan,-nan,-nan,-nan,-nan,-nan
0.209816,0.0385407,-nan,-nan,-nan,-nan,-nan,-nan
0.252255,0.0463361,-nan,-nan,-nan,-nan,-nan,-nan
0.303277,0.0557083,-nan,-nan,-nan,-nan,-nan,-nan
0.364619,0.066976,-nan,-nan,-nan,-nan,-nan,-nan
0.438369,0.0805229,-nan,-nan,-nan,-nan,-nan,-nan
0.527035,0.0968098,-nan,-nan,-nan,-nan,-nan,-nan
0.633635,0.116391,-nan,-nan,-nan,-nan,-nan,-nan
0.761797,0.139933,-nan,-nan,-nan,-nan,-nan,-nan
0.915882,0.168236,-nan,-nan,-nan,-nan,-nan,-nan
